review_id,Place name,Rating,original_review,sentence,lemma_sentence
562,Litchfield National Park,5.0,Well worth the trip!,well worth the trip,well worth the trip
563,Litchfield National Park,5.0,Love the waterfalls.,love the waterfalls,love the waterfall
564,Litchfield National Park,5.0,"Very clean, awesome waterfalls and hikes, we really enjoyed our time here :)",very clean awesome waterfalls and hikes we really enjoyed our time here,very clean awesome waterfall and hike we really enjoy our time here
565,Litchfield National Park,5.0,Caught a croc on camera,caught a croc on camera,caught a croc on camera
566,Litchfield National Park,5.0,Definitely worth visiting. The waterfalls there were amazing! It’s possible to drive to all the main places with a 2WD. We enjoyed our day trip a lot.,definitely worth visiting the waterfalls there were amazing its possible to drive to all the main places with a wd we enjoyed our day trip a lot,definitely worth visit the waterfall there be amaze it possible to drive to all the main place with a wd we enjoy our day trip a lot
567,Litchfield National Park,5.0,Fantastic National Park you can spend a week here.,fantastic national park you can spend a week here,fantastic national park you can spend a week here
568,Litchfield National Park,5.0,"We had a stunning time visiting all the waterfalls and swimming holes in litchfield national  park, was just out of tourist season so some places we had to ourselves awesome.",we had a stunning time visiting all the waterfalls and swimming holes in litchfield national park was just out of tourist season so some places we had to ourselves awesome,we have a stunning time visit all the waterfall and swim hole in litchfield national park be just out of tourist season so some place we have to ourselves awesome
569,Litchfield National Park,5.0,"Searching for an epic adventure to experience with beautiful waterfalls to swim near or under , this is the place to visit!",searching for an epic adventure to experience with beautiful waterfalls to swim near or under this is the place to visit,search for an epic adventure to experience with beautiful waterfall to swim near or under this be the place to visit
570,Litchfield National Park,5.0,Wonderful National park. Highly recommended. Stay at Wangi Falls,wonderful national park highly recommended stay at wangi falls,wonderful national park highly recommend stay at wangi fall
571,Litchfield National Park,5.0,"We went with Litchfield Adventures Aaron was our guide, we had a fantastic day Aaron is so knowledgeable. We had many stops learning about flora and fauna and we stopped at 3 beautiful places to swim.  Lunch was amazing as well. I highly reccommend Litchfield Adventures",we went with litchfield adventures aaron was our guide we had a fantastic day aaron is so knowledgeable we had many stops learning about flora and fauna and we stopped at beautiful places to swim lunch was amazing as well i highly reccommend litchfield adventures,we go with litchfield adventure aaron be our guide we have a fantastic day aaron be so knowledgeable we have many stop learn about flora and fauna and we stop at beautiful place to swim lunch be amaze as well i highly reccommend litchfield adventure
572,Litchfield National Park,5.0,"Incredible awesome, cool pools and waterfalls and cascades to swim in!",incredible awesome cool pools and waterfalls and cascades to swim in,incredible awesome cool pool and waterfall and cascade to swim in
573,Litchfield National Park,5.0,What a stunning part of the world.,what a stunning part of the world,what a stunning part of the world
574,Litchfield National Park,5.0,"Litchfield National Park is such amazing place! From walks with spectacular views, to waterfalls you can swim in and small rock pools for the kids to swim in too. You can always find some off-road tracks for the 4WD enthusiasts.  Surprise Creek Falls has got to be my favourite!",litchfield national park is such amazing place from walks with spectacular views to waterfalls you can swim in and small rock pools for the kids to swim in too you can always find some offroad tracks for the wd enthusiasts surprise creek falls has got to be my favourite,litchfield national park be such amazing place from walk with spectacular view to waterfalls you can swim in and small rock pool for the kid to swim in too you can always find some offroad track for the wd enthusiasts surprise creek fall have get to be my favourite
575,Litchfield National Park,5.0,"What a place!!! There's termite mounds, waterfalls, swimming holes, birds, wildlife, beautiful scenery and pretty good walking trails. I loved it!!",what a place theres termite mounds waterfalls swimming holes birds wildlife beautiful scenery and pretty good walking trails i loved it,what a place theres termite mound waterfall swim hole bird wildlife beautiful scenery and pretty good walking trail i love it
576,Litchfield National Park,5.0,"Easy to drive around here, great carparks,toilets and access to water holes.",easy to drive around here great carparkstoilets and access to water holes,easy to drive around here great carparkstoilets and access to water hole
577,Litchfield National Park,5.0,So many places to go and so many places to see. 4wd gives even more access.,so many places to go and so many places to see wd gives even more access,so many place to go and so many place to see wd give even more access
578,Litchfield National Park,5.0,"You could theoretically do Litchfield in a long day trip from Darwin, but if your only doing a day trip around the park your much better staying closer. Litchfield gives a good little snapshot of the Northern Territory’s unique landscapes. You’ll see waterfalls, giant termite nests, there are some really good short walks as well, all achievable in a day if staying close buy. If you have more than a day of course there are so many more options.",you could theoretically do litchfield in a long day trip from darwin but if your only doing a day trip around the park your much better staying closer litchfield gives a good little snapshot of the northern territorys unique landscapes youll see waterfalls giant termite nests there are some really good short walks as well all achievable in a day if staying close buy if you have more than a day of course there are so many more options,you could theoretically do litchfield in a long day trip from darwin but if your only do a day trip around the park your much well stay closer litchfield give a good little snapshot of the northern territory unique landscape youll see waterfall giant termite nest there be some really good short walk a well all achievable in a day if stay close buy if you have more than a day of course there be so many more option
579,Litchfield National Park,5.0,Amazing waterfalls and swimming holes.,amazing waterfalls and swimming holes,amaze waterfall and swim hole
580,Litchfield National Park,5.0,"What a breathtaking place. Clean and well maintained.
Great little swimming holes.
Accessible loos. Great walks and attractions .",what a breathtaking place clean and well maintained great little swimming holes accessible loos great walks and attractions,what a breathtaking place clean and well maintain great little swimming hole accessible loos great walk and attraction
581,Litchfield National Park,5.0,What a lovely place to visit.. waterfalls .. swimming holes,what a lovely place to visit waterfalls swimming holes,what a lovely place to visit waterfall swim hole
582,Litchfield National Park,5.0,Gods country,gods country,god country
583,Litchfield National Park,5.0,Stunning National Park in Northern Territory. Easy access to beautiful locations.,stunning national park in northern territory easy access to beautiful locations,stun national park in northern territory easy access to beautiful location
584,Litchfield National Park,5.0,Beautiful nature therapy...,beautiful nature therapy,beautiful nature therapy
585,Litchfield National Park,5.0,"So much to do, need a day here.",so much to do need a day here,so much to do need a day here
586,Litchfield National Park,5.0,"Buley's Rockhole and Florence Falls. Bring your swimmers and a GoPro and enjoy an incredible day.
Each main attraction is well sign posted, has carparks, picnic areas and toilets.",buleys rockhole and florence falls bring your swimmers and a gopro and enjoy an incredible day each main attraction is well sign posted has carparks picnic areas and toilets,buleys rockhole and florence fall bring your swimmer and a gopro and enjoy an incredible day each main attraction be well sign post have carparks picnic area and toilet
587,Litchfield National Park,5.0,Top park in the state,top park in the state,top park in the state
588,Litchfield National Park,5.0,Stunning National Park with plenty of easily accessible waterfalls and swimming holes. Plenty of parking at most spots and public toilets at the more popular places. An easy drive in and out and a very doable day trip from Darwin,stunning national park with plenty of easily accessible waterfalls and swimming holes plenty of parking at most spots and public toilets at the more popular places an easy drive in and out and a very doable day trip from darwin,stun national park with plenty of easily accessible waterfall and swim hole plenty of park at most spot and public toilet at the more popular place an easy drive in and out and a very doable day trip from darwin
589,Litchfield National Park,5.0,Did Blythe homestead and the Reynolds track. Fantastic time.,did blythe homestead and the reynolds track fantastic time,do blythe homestead and the reynolds track fantastic time
590,Litchfield National Park,5.0,"Litchfield National Park in September 2022.
Amazing natural scenery and beautiful falls here. I recommend getting to the falls early, if you want the place to yourself. My favorite was the Tjaynera Falls. The track in was for 4WD only and there was a river crossing so this helped keep a majority of the tourists out. I had the place to myself. Stayed two nights at the Wangi Falls campground. So great to be close to Wangi Falls, could hear them at night. Incredible view of the stars at night as there is no light pollution. I saw a couple of wallabies in the morning. Thankful.",litchfield national park in september amazing natural scenery and beautiful falls here i recommend getting to the falls early if you want the place to yourself my favorite was the tjaynera falls the track in was for wd only and there was a river crossing so this helped keep a majority of the tourists out i had the place to myself stayed two nights at the wangi falls campground so great to be close to wangi falls could hear them at night incredible view of the stars at night as there is no light pollution i saw a couple of wallabies in the morning thankful,litchfield national park in september amazing natural scenery and beautiful fall here i recommend get to the fall early if you want the place to yourself my favorite be the tjaynera fall the track in be for wd only and there be a river cross so this help keep a majority of the tourist out i have the place to myself stayed two night at the wangi fall campground so great to be close to wangi fall could hear them at night incredible view of the star at night a there be no light pollution i saw a couple of wallaby in the morning thankful
591,Litchfield National Park,5.0,"It’s a wonderful national park. You can make a easy day trip from Darwin. Or maybe take one or two days more away from the city, enjoy the nature, and explore this amazing national park. There aren’t just beautiful waterfalls and rock pools , but also rock formations like Lost City.",its a wonderful national park you can make a easy day trip from darwin or maybe take one or two days more away from the city enjoy the nature and explore this amazing national park there arent just beautiful waterfalls and rock pools but also rock formations like lost city,it a wonderful national park you can make a easy day trip from darwin or maybe take one or two day more away from the city enjoy the nature and explore this amazing national park there arent just beautiful waterfall and rock pool but also rock formation like lose city
592,Litchfield National Park,5.0,Hire a car and head off from Darwin early to beat the heat. Swim everywhere and do a few walks. Take a picnic and plenty of water.,hire a car and head off from darwin early to beat the heat swim everywhere and do a few walks take a picnic and plenty of water,hire a car and head off from darwin early to beat the heat swim everywhere and do a few walk take a picnic and plenty of water
593,Litchfield National Park,5.0,Amazing place in Northern Territory. Can definitely fill in a whole day or two of exploring.,amazing place in northern territory can definitely fill in a whole day or two of exploring,amaze place in northern territory can definitely fill in a whole day or two of explore
594,Litchfield National Park,5.0,A beautiful visit to the park. There was a croc at Wangi Falls but I still really enjoyed swimming at Florence Falls and the Buley Rockhole.,a beautiful visit to the park there was a croc at wangi falls but i still really enjoyed swimming at florence falls and the buley rockhole,a beautiful visit to the park there be a croc at wangi fall but i still really enjoyed swimming at florence fall and the buley rockhole
595,Litchfield National Park,5.0,Beautiful place to visit with lots of swimming holes and waterfalls. I would recommend everyone be prepard for driving as nothing is close together. Oh and bring water it is hot.,beautiful place to visit with lots of swimming holes and waterfalls i would recommend everyone be prepard for driving as nothing is close together oh and bring water it is hot,beautiful place to visit with lot of swim hole and waterfall i would recommend everyone be prepard for drive a nothing be close together oh and bring water it be hot
596,Litchfield National Park,5.0,This place is one of the greatest adventure for my life. ;)) thank you so much for my friend,this place is one of the greatest adventure for my life thank you so much for my friend,this place be one of the great adventure for my life thank you so much for my friend
597,Litchfield National Park,5.0,Great day in the bush! Well worth the drive. Leave early and make a day of it,great day in the bush well worth the drive leave early and make a day of it,great day in the bush well worth the drive leave early and make a day of it
598,Litchfield National Park,5.0,Amazing place to visit,amazing place to visit,amaze place to visit
599,Litchfield National Park,5.0,"Waterfalls were amazing. Many people in swimming
No dogs allowed National park",waterfalls were amazing many people in swimming no dogs allowed national park,waterfall be amaze many people in swim no dog allow national park
600,Litchfield National Park,5.0,You know that song that goes “ don’t go chasing waterfalls“?  Well you know what they were wrong you should this is the perfect place to do it,you know that song that goes dont go chasing waterfalls well you know what they were wrong you should this is the perfect place to do it,you know that song that go dont go chase waterfalls well you know what they be wrong you should this be the perfect place to do it
601,Litchfield National Park,5.0,"This place was so beautiful! You can’t miss any of the waterfalls, especially Wangi Falls. The perfect swimming spot.",this place was so beautiful you cant miss any of the waterfalls especially wangi falls the perfect swimming spot,this place be so beautiful you cant miss any of the waterfall especially wangi fall the perfect swimming spot
602,Litchfield National Park,5.0,What an awesome place,what an awesome place,what an awesome place
603,Litchfield National Park,5.0,"Litchfield is truly breathtaking. Central Valley camping is one of the newer spots - the facilities are well kept & the layout makes it easy to relax & just soak in the nature surrounding you. Buley and Florence Falls are just stunning - try to time visits around when lots of families or coaches arrive, earlier in the morning seems better for serenity. Crystal-clear water for everyone to enjoy <3",litchfield is truly breathtaking central valley camping is one of the newer spots the facilities are well kept the layout makes it easy to relax just soak in the nature surrounding you buley and florence falls are just stunning try to time visits around when lots of families or coaches arrive earlier in the morning seems better for serenity crystalclear water for everyone to enjoy,litchfield be truly breathtaking central valley camping be one of the new spot the facility be well kept the layout make it easy to relax just soak in the nature surround you buley and florence fall be just stun try to time visit around when lot of family or coach arrive earlier in the morning seem good for serenity crystalclear water for everyone to enjoy
604,Litchfield National Park,5.0,"Beautiful scenery.
Swimming in pools was fantastic. Lots of rest areas and had enough time to see everything on one day.",beautiful scenery swimming in pools was fantastic lots of rest areas and had enough time to see everything on one day,beautiful scenery swimming in pool be fantastic lot of rest area and have enough time to see everything on one day
605,Litchfield National Park,5.0,Awesome park with great back country camp sites,awesome park with great back country camp sites,awesome park with great back country camp site
606,Litchfield National Park,5.0,I hesitate to tell the world how good litchfield is for fear of attracting the crowds. A must see for friends and family visiting the top end.,i hesitate to tell the world how good litchfield is for fear of attracting the crowds a must see for friends and family visiting the top end,i hesitate to tell the world how good litchfield be for fear of attract the crowd a must see for friend and family visit the top end
607,Litchfield National Park,5.0,This is an amazing  place with so many great swimming  holes and creeks to swim in. Some are busier than oth we rs like Florence  Falls. Upper Cascades  is an amazing long walk upmthere it is worth it. Tolmer Falls is view only short walk. Wangi Falls has a kiosk open from 10 to 3. Swimming  closed at the moment. Walker Creek  ery quiet easy walk and great pools to swim in. Need more time at this place.,this is an amazing place with so many great swimming holes and creeks to swim in some are busier than oth we rs like florence falls upper cascades is an amazing long walk upmthere it is worth it tolmer falls is view only short walk wangi falls has a kiosk open from to swimming closed at the moment walker creek ery quiet easy walk and great pools to swim in need more time at this place,this be an amazing place with so many great swimming hole and creek to swim in some be busy than oth we rs like florence fall upper cascade be an amazing long walk upmthere it be worth it tolmer fall be view only short walk wangi fall have a kiosk open from to swim close at the moment walker creek ery quiet easy walk and great pool to swim in need more time at this place
608,Litchfield National Park,5.0,"Beautiful National park, easy to do in a day trip from Darwin. Check before you go if the pools and streams are open for swimming.",beautiful national park easy to do in a day trip from darwin check before you go if the pools and streams are open for swimming,beautiful national park easy to do in a day trip from darwin check before you go if the pool and stream be open for swim
609,Litchfield National Park,5.0,"Must see, swim, picnic destination in the TOP END. Beautiful crystal clear natural swimming areas & waterfalls in picturesque monsoon forest. Walking tracks for days, spacious camping sites. Simply Magical.",must see swim picnic destination in the top end beautiful crystal clear natural swimming areas waterfalls in picturesque monsoon forest walking tracks for days spacious camping sites simply magical,must see swim picnic destination in the top end beautiful crystal clear natural swim area waterfall in picturesque monsoon forest walking track for day spacious camp site simply magical
610,Litchfield National Park,5.0,This park is stunning! If you visit the NT you MUST visit this place...,this park is stunning if you visit the nt you must visit this place,this park be stun if you visit the nt you must visit this place
611,Litchfield National Park,5.0,What a magic place!,what a magic place,what a magic place
612,Litchfield National Park,5.0,"This map of ⅕ the Australian continent shows 3 roads.
This is an inadequate map",this map of the australian continent shows roads this is an inadequate map,this map of the australian continent show road this be an inadequate map
613,Litchfield National Park,5.0,This place is so so beautiful . In love. Worth the trip ♥️,this place is so so beautiful in love worth the trip,this place be so so beautiful in love worth the trip
614,Litchfield National Park,5.0,Amazing. Super easy to drive to all sites. Check which sites are open as some maybe closed due to the season. Camp grounds and facilities were so well kept. Very impressed and will definitely return. If you are chasing waterfalls then this is for you. No 4WD needed,amazing super easy to drive to all sites check which sites are open as some maybe closed due to the season camp grounds and facilities were so well kept very impressed and will definitely return if you are chasing waterfalls then this is for you no wd needed,amaze super easy to drive to all site check which site be open a some maybe close due to the season camp ground and facility be so well keep very impressed and will definitely return if you be chase waterfall then this be for you no wd need
615,Litchfield National Park,5.0,Amazing places,amazing places,amazing place
616,Litchfield National Park,5.0,Great national Park for a day trip from Darwin. Great accessibility to viewing platforms. Sealed roads for some sites so can do in a hire car,great national park for a day trip from darwin great accessibility to viewing platforms sealed roads for some sites so can do in a hire car,great national park for a day trip from darwin great accessibility to view platform seal road for some site so can do in a hire car
617,Litchfield National Park,5.0,"Loads of fun for groups, make sure you take esky and a bin bag to take your rubbish out. Stretch your ankles before doing the walks if your a bit older.",loads of fun for groups make sure you take esky and a bin bag to take your rubbish out stretch your ankles before doing the walks if your a bit older,load of fun for group make sure you take esky and a bin bag to take your rubbish out stretch your ankle before do the walk if your a bit old
618,Litchfield National Park,5.0,"Best park in the NT..
No dogs allowed which is a bit of a shame but I get it. It's nice having the native wild life looked after",best park in the nt no dogs allowed which is a bit of a shame but i get it its nice having the native wild life looked after,best park in the nt no dog allow which be a bit of a shame but i get it it nice have the native wild life look after
619,Litchfield National Park,5.0,Absolutely beautiful love my country,absolutely beautiful love my country,absolutely beautiful love my country
620,Litchfield National Park,5.0,Good place to visit and stay in overnight.,good place to visit and stay in overnight,good place to visit and stay in overnight
621,Litchfield National Park,5.0,Fantastic. Wangi falls is the best.,fantastic wangi falls is the best,fantastic wangi fall be the best
622,Litchfield National Park,5.0,"Great half day, self-drive tour through here. No swimming due to wet but just beautiful.",great half day selfdrive tour through here no swimming due to wet but just beautiful,great half day selfdrive tour through here no swimming due to wet but just beautiful
623,Litchfield National Park,5.0,"It's an amazing experience..If you're in NT.
You should go there.",its an amazing experienceif youre in nt you should go there,it an amazing experienceif youre in nt you should go there
624,Litchfield National Park,5.0,What's not to love? Recent heavy rains made it spectacular.,whats not to love recent heavy rains made it spectacular,whats not to love recent heavy rain make it spectacular
625,Litchfield National Park,5.0,"sensational in the wet season with everything at full flow
If there's no flow there's no go",sensational in the wet season with everything at full flow if theres no flow theres no go,sensational in the wet season with everything at full flow if theres no flow theres no go
626,Litchfield National Park,5.0,Love Love this place highly recommend,love love this place highly recommend,love love this place highly recommend
627,Litchfield National Park,5.0,"Very good to visit,car needed to get there,nice pools to cool down in,great waterfalls",very good to visitcar needed to get therenice pools to cool down ingreat waterfalls,very good to visitcar need to get therenice pool to cool down ingreat waterfall
628,Litchfield National Park,5.0,So many beautiful water holes,so many beautiful water holes,so many beautiful water hole
629,Litchfield National Park,5.0,"The drive to Litchfield National Park's first waterfall (Wangi Falls) is about 1.5 hrs from Darwin city centre.

The waterfall is about a flat 5 minute walk from the carpark. Two waterfalls and nice swim. Has toilet facilities but no toilet paper ... also a cafeteria onsite.

The next one we visited was Tolma Falls. You can only view it from a platform and its about 15 min walk down hill but bring water as uphill walk back to car gets very hot.

The falls we enjoyed the most is Florence waterfalls.
The plunge pool is awesome

There is 2 different ways to access it. Suggest go down to the falls via stairs as its a steeper decline and walk back via the track on.way back to car. Takes about 30 each way.

2 waterfalls.
Gorgeous swim and so clear. Near the rocky shallow part u do get fish that nibble at your feet.

Suggest to bring
1. a swimming noodle to swim out to where the falls enter the lagoon.
2. Small umbrellas on days expecting rain especially if you are with a baby or wanting to protect your belongings like electronic devices

Recommend driving over a tour as you can spend as much time as you like. So suggest 4wd as some parts which we didnt visit might be useful but normal car will do for these 3 falls.",the drive to litchfield national parks first waterfall wangi falls is about hrs from darwin city centre the waterfall is about a flat minute walk from the carpark two waterfalls and nice swim has toilet facilities but no toilet paper also a cafeteria onsite the next one we visited was tolma falls you can only view it from a platform and its about min walk down hill but bring water as uphill walk back to car gets very hot the falls we enjoyed the most is florence waterfalls the plunge pool is awesome there is different ways to access it suggest go down to the falls via stairs as its a steeper decline and walk back via the track onway back to car takes about each way waterfalls gorgeous swim and so clear near the rocky shallow part u do get fish that nibble at your feet suggest to bring a swimming noodle to swim out to where the falls enter the lagoon small umbrellas on days expecting rain especially if you are with a baby or wanting to protect your belongings like electronic devices recommend driving over a tour as you can spend as much time as you like so suggest wd as some parts which we didnt visit might be useful but normal car will do for these falls,the drive to litchfield national park first waterfall wangi fall be about hr from darwin city centre the waterfall be about a flat minute walk from the carpark two waterfall and nice swim have toilet facility but no toilet paper also a cafeteria onsite the next one we visit be tolma fall you can only view it from a platform and it about min walk down hill but bring water a uphill walk back to car get very hot the fall we enjoy the most be florence waterfall the plunge pool be awesome there be different way to access it suggest go down to the fall via stair a it a steep decline and walk back via the track onway back to car take about each way waterfalls gorgeous swim and so clear near the rocky shallow part u do get fish that nibble at your foot suggest to bring a swimming noodle to swim out to where the fall enter the lagoon small umbrella on day expect rain especially if you be with a baby or want to protect your belonging like electronic device recommend drive over a tour a you can spend a much time a you like so suggest wd a some part which we didnt visit might be useful but normal car will do for these fall
630,Litchfield National Park,5.0,"Litchfield is huge and the National Park covers an area of around 1,500 square kilometres. It is an easy two hour journey from Darwin. This unspoiled wilderness boasts monsoon rainforests, cascading waterfalls, diverse flora and fauna and impressive natural formations.   Two fabulous swimming areas for people of all ages, and under waterfalls too.  So many natural wonders.  Aboriginal rock paintings with some going back thousands of years.

Crocodile tours and zoo an absolute must.",litchfield is huge and the national park covers an area of around square kilometres it is an easy two hour journey from darwin this unspoiled wilderness boasts monsoon rainforests cascading waterfalls diverse flora and fauna and impressive natural formations two fabulous swimming areas for people of all ages and under waterfalls too so many natural wonders aboriginal rock paintings with some going back thousands of years crocodile tours and zoo an absolute must,litchfield be huge and the national park cover an area of around square kilometre it be an easy two hour journey from darwin this unspoiled wilderness boast monsoon rainforest cascade waterfall diverse flora and fauna and impressive natural formation two fabulous swim area for people of all age and under waterfall too so many natural wonder aboriginal rock painting with some go back thousand of year crocodile tour and zoo an absolute must
631,Litchfield National Park,5.0,Always lovely to get out in the Australian wilderness.,always lovely to get out in the australian wilderness,always lovely to get out in the australian wilderness
632,Litchfield National Park,5.0,My second time and it did not disappoint. Closer to wet season this time meant more water at all the waterfall stops.,my second time and it did not disappoint closer to wet season this time meant more water at all the waterfall stops,my second time and it do not disappoint close to wet season this time mean more water at all the waterfall stop
633,Litchfield National Park,5.0,Absolutely unreal place. Must visit,absolutely unreal place must visit,absolutely unreal place must visit
634,Litchfield National Park,5.0,Incredible!!,incredible,incredible
635,Litchfield National Park,5.0,This National Park is amazing. Due to limited area it's perfect for day trips! Great waterfalls!,this national park is amazing due to limited area its perfect for day trips great waterfalls,this national park be amaze due to limited area it perfect for day trip great waterfall
636,Litchfield National Park,5.0,"Been there in mid 90's, nice place. Had to sit in the sun to warm myself....the water was cold",been there in mid s nice place had to sit in the sun to warm myselfthe water was cold,be there in mid s nice place have to sit in the sun to warm myselfthe water be cold
637,Litchfield National Park,5.0,Litchfield Park great place great swimming holes and all free.,litchfield park great place great swimming holes and all free,litchfield park great place great swimming hole and all free
638,Litchfield National Park,5.0,"Great National Park!
Fantastic waterfalls and very warm swimming holes.",great national park fantastic waterfalls and very warm swimming holes,great national park fantastic waterfall and very warm swimming hole
639,Litchfield National Park,5.0,Great spot,great spot,great spot
640,Litchfield National Park,5.0,Love camping out here and day trips as I'm a local... Just not tell you my fav spots as I want them all to myself,love camping out here and day trips as im a local just not tell you my fav spots as i want them all to myself,love camp out here and day trip a im a local just not tell you my fav spot a i want them all to myself
641,Litchfield National Park,5.0,Must do for swimming,must do for swimming,must do for swim
642,Litchfield National Park,5.0,Loved this pool.,loved this pool,love this pool
643,Litchfield National Park,5.0,Don’t miss the cascades and curtain falls area it’s a nice walk through mostly shaded path and just a few rocks to negotiate at the end before you jump into the refreshing curtain falls area,dont miss the cascades and curtain falls area its a nice walk through mostly shaded path and just a few rocks to negotiate at the end before you jump into the refreshing curtain falls area,dont miss the cascade and curtain fall area it a nice walk through mostly shade path and just a few rock to negotiate at the end before you jump into the refreshing curtain fall area
644,Litchfield National Park,5.0,"The absolute best tour I’ve ever ✅ . Kimbo was brilliant, his local knowledge was outstanding.
If you are going to do one tour make it this one . I would recommend to book direct with Litchfield tours .
The swimming pools were great , lunches were yummy . So friendly an experience I will never forget",the absolute best tour ive ever kimbo was brilliant his local knowledge was outstanding if you are going to do one tour make it this one i would recommend to book direct with litchfield tours the swimming pools were great lunches were yummy so friendly an experience i will never forget,the absolute best tour ive ever kimbo be brilliant his local knowledge be outstanding if you be go to do one tour make it this one i would recommend to book direct with litchfield tour the swimming pool be great lunch be yummy so friendly an experience i will never forget
645,Litchfield National Park,5.0,Beautiful place will be returning. Well run and well maintained.,beautiful place will be returning well run and well maintained,beautiful place will be return well run and well maintain
646,Litchfield National Park,5.0,Wonderful place to visit particularly the springs,wonderful place to visit particularly the springs,wonderful place to visit particularly the spring
647,Litchfield National Park,5.0,"Great location, well maintained and clean. Remember to carry your swimwear...",great location well maintained and clean remember to carry your swimwear,great location well maintain and clean remember to carry your swimwear
648,Litchfield National Park,5.0,Beautiful waterfalls and places to swim.,beautiful waterfalls and places to swim,beautiful waterfall and place to swim
649,Litchfield National Park,5.0,Good to have a couple a days or more here. For the walks start early in the day. Swim in the middle. Don't bring your dog.,good to have a couple a days or more here for the walks start early in the day swim in the middle dont bring your dog,good to have a couple a day or more here for the walk start early in the day swim in the middle dont bring your dog
650,Litchfield National Park,5.0,Worth a look great swimming holes,worth a look great swimming holes,worth a look great swimming hole
651,Litchfield National Park,5.0,"Plan your trip, can camp throughout and spend a good few days through this area
Plenty of hikes, camp sites, 4 wheel driving, water falls, swimming etc
The cathedral termite mounds and magnetic termite mounds are also a must stop during the outing through Litchfield National Park
Great experience for families or couples, take your time and enjoy this natural beauty",plan your trip can camp throughout and spend a good few days through this area plenty of hikes camp sites wheel driving water falls swimming etc the cathedral termite mounds and magnetic termite mounds are also a must stop during the outing through litchfield national park great experience for families or couples take your time and enjoy this natural beauty,plan your trip can camp throughout and spend a good few day through this area plenty of hike camp site wheel drive water fall swim etc the cathedral termite mound and magnetic termite mound be also a must stop during the out through litchfield national park great experience for family or couple take your time and enjoy this natural beauty
652,Litchfield National Park,5.0,"Great place to visit but, beware - you must book in park campsites on line and locations get crazily busy at times.",great place to visit but beware you must book in park campsites on line and locations get crazily busy at times,great place to visit but beware you must book in park campsite on line and location get crazily busy at time
653,Litchfield National Park,5.0,Make time. You will need it. Worth every minute,make time you will need it worth every minute,make time you will need it worth every minute
654,Litchfield National Park,5.0,Every one should visit this in their trip to the top end,every one should visit this in their trip to the top end,every one should visit this in their trip to the top end
655,Litchfield National Park,5.0,"Stunning.  Lots accommodation,  heaps amenities.  Loved litchfield",stunning lots accommodation heaps amenities loved litchfield,stun lot accommodation heap amenity love litchfield
656,Litchfield National Park,5.0,Absolutely worth going to every place. Need 2 to 3 days to see everything.,absolutely worth going to every place need to days to see everything,absolutely worth go to every place need to day to see everything
657,Litchfield National Park,5.0,A great park full of different choices in activities.  I would recommend anyone coming from Darwin in the dry season leaves early on the day (with a packed lunch) and spends the day pulling into different spots on the Litchfield Park Road - circling your way home. Amazing experiences within.,a great park full of different choices in activities i would recommend anyone coming from darwin in the dry season leaves early on the day with a packed lunch and spends the day pulling into different spots on the litchfield park road circling your way home amazing experiences within,a great park full of different choice in activity i would recommend anyone come from darwin in the dry season leave early on the day with a packed lunch and spend the day pull into different spot on the litchfield park road circle your way home amazing experience within
658,Litchfield National Park,5.0,"This is the forthtime . Actually , this one is awesome.uncountable fishes .Most suitable place for water diving",this is the forthtime actually this one is awesomeuncountable fishes most suitable place for water diving,this be the forthtime actually this one be awesomeuncountable fish most suitable place for water diving
659,Litchfield National Park,5.0,"Excellent waterfalls, plenty of room to swim",excellent waterfalls plenty of room to swim,excellent waterfall plenty of room to swim
660,Litchfield National Park,5.0,This park is amazing!,this park is amazing,this park be amaze
661,Litchfield National Park,5.0,"Stunning! Spectacular! Everything you could hope for and then more!! Photos just don’t do this place justice. Even though it was super busy it was fine because it is so big. Didn’t really like Buley rock hole for the busyness though. Was like a public pool. Too many people all crammed in together. But Wangi falls and Florence falls were incredible. Wangi is so accessible for anyone - easy walk from the car park plus plenty of viewing space on the grass. Florence falls requires quite a decent walk plus 135 very steep stairs. Definitely a no-go for little people or those with low fitness/mobility. The other problem with Florence falls is if you’re not swimming, you can’t actually see the falls after walking all that way down!! They’re hidden behind a huge cliff face and there’s nowhere to sit and look whilst the rest of your group swim.",stunning spectacular everything you could hope for and then more photos just dont do this place justice even though it was super busy it was fine because it is so big didnt really like buley rock hole for the busyness though was like a public pool too many people all crammed in together but wangi falls and florence falls were incredible wangi is so accessible for anyone easy walk from the car park plus plenty of viewing space on the grass florence falls requires quite a decent walk plus very steep stairs definitely a nogo for little people or those with low fitnessmobility the other problem with florence falls is if youre not swimming you cant actually see the falls after walking all that way down theyre hidden behind a huge cliff face and theres nowhere to sit and look whilst the rest of your group swim,stun spectacular everything you could hope for and then more photo just dont do this place justice even though it be super busy it be fine because it be so big didnt really like buley rock hole for the busyness though be like a public pool too many people all cram in together but wangi fall and florence fall be incredible wangi be so accessible for anyone easy walk from the car park plus plenty of view space on the grass florence fall require quite a decent walk plus very steep stair definitely a nogo for little people or those with low fitnessmobility the other problem with florence fall be if youre not swim you cant actually see the fall after walk all that way down theyre hidden behind a huge cliff face and there nowhere to sit and look whilst the rest of your group swim
