Text,Rating,Place name,clean_text
"Stayed one night. At dinner, the wait staff couldn’t pronounce my husbands name, and seemingly refused to understand him when he spoke. His Aussie accent is not that thick!

Additionally, cleaning staff started housekeeping on our room at 0830h on checkout day. I can only surmise that the staff were hurrying us out the door to checkout, or that they don’t change sheets or clean rooms properly in between guests.

Whilst the hotel is well situated, staff were not particularly pleasant to deal with and it came across as amateur management of staff processes.",4.0,Mercure Kakadu Crocodile Hotel,stayed one night at dinner the wait staff couldnt pronounce my husbands name and seemingly refused to understand him when he spoke his aussie accent is not that thick additionally cleaning staff started housekeeping on our room at h on checkout day i can only surmise that the staff were hurrying us out the door to checkout or that they dont change sheets or clean rooms properly in between guests whilst the hotel is well situated staff were not particularly pleasant to deal with and it came across as amateur management of staff processes
"An amazing design, best viewed above, a crocodile shaped building. In the morning I wake up to hundreds of white parrots (?) And also bats on the trees.
Beautiful displays of Aboriginal arts lined the hallway and entrance.
Also for sale too.
The restaurant and bar are great.
Meals and buffet offers a reasonable range of tastes.
However the housekeeping aspects of the rooms are questionable. The bed sheets, in our room seems to be not ""fresh"". Spider webs in the bathroom, dust atop the headrest.
I understand that there is a staffing issue and it's due to be renovated.
It's cool and refreshing inside the warm weather outside, however the central cooling system is loud and constantly humming.
The staffs, especially the restaurant are very friendly",4.0,Mercure Kakadu Crocodile Hotel,an amazing design best viewed above a crocodile shaped building in the morning i wake up to hundreds of white parrots and also bats on the trees beautiful displays of aboriginal arts lined the hallway and entrance also for sale too the restaurant and bar are great meals and buffet offers a reasonable range of tastes however the housekeeping aspects of the rooms are questionable the bed sheets in our room seems to be not fresh spider webs in the bathroom dust atop the headrest i understand that there is a staffing issue and its due to be renovated its cool and refreshing inside the warm weather outside however the central cooling system is loud and constantly humming the staffs especially the restaurant are very friendly
"Enquiring, booking, checking in, settling in and checking out was effortless. I got a nice, spacious room for a great price. The establishment is dated, naturally, however it's maintained and dressed in a way that makes it feel fresh and comfortable. The restaurant and pool are lovely.",4.0,Mercure Kakadu Crocodile Hotel,enquiring booking checking in settling in and checking out was effortless i got a nice spacious room for a great price the establishment is dated naturally however its maintained and dressed in a way that makes it feel fresh and comfortable the restaurant and pool are lovely
"Yes the rooms are out dated & the cleanliness especially of the bathrooms should be of a higher stranded. However the rooms are spacious & serviceable enough, they are everything you need as a base. The pools & grounds are lovely. The restaurant & concierge staff have been amazing & the food is great especially considering how remote it is. This was our first family holiday with our 5 month old son & it has been a pleasure! Would recommend & would return.",4.0,Mercure Kakadu Crocodile Hotel,yes the rooms are out dated the cleanliness especially of the bathrooms should be of a higher stranded however the rooms are spacious serviceable enough they are everything you need as a base the pools grounds are lovely the restaurant concierge staff have been amazing the food is great especially considering how remote it is this was our first family holiday with our month old son it has been a pleasure would recommend would return
"The hotel was lovely, had everything we needed, was clean & comfortable. Beds were comfy, pool was refreshing &  a nice temperature, breakfast was good, dinner was amazing, best food by far.",4.0,Mercure Kakadu Crocodile Hotel,the hotel was lovely had everything we needed was clean comfortable beds were comfy pool was refreshing a nice temperature breakfast was good dinner was amazing best food by far
"Enjoyed my stay over Easter, the rooms are comfy and the hotel is pretty unique! Restaurant was nice and food amazing, reception staff helpful and friendly. Restaurant staff not sure what they were doing and a bit confusing. Would definitely stay again.",4.0,Mercure Kakadu Crocodile Hotel,enjoyed my stay over easter the rooms are comfy and the hotel is pretty unique restaurant was nice and food amazing reception staff helpful and friendly restaurant staff not sure what they were doing and a bit confusing would definitely stay again
"Beautiful hotel entrance, very spacious rooms, bed was a little hard but overall a lovely experience. The restaurant food and bar were great. The amenities in the room were wonderful (yes a coffee machine too!)",4.0,Mercure Kakadu Crocodile Hotel,beautiful hotel entrance very spacious rooms bed was a little hard but overall a lovely experience the restaurant food and bar were great the amenities in the room were wonderful yes a coffee machine too
Basic and out dated rooms. The beds were way too soft as if they were very old and worn. The staff were very friendly at reception and the restaurant. The restaurant buffet breakfast and dinner was good.,4.0,Mercure Kakadu Crocodile Hotel,basic and out dated rooms the beds were way too soft as if they were very old and worn the staff were very friendly at reception and the restaurant the restaurant buffet breakfast and dinner was good
"This hotel is shaped like a crocodile which is bloody brilliant. A missed oppurtinity is the lack of commitment to a theme; I would suggest wallpaper that looks like crocodile leather, a swimming pool in the shape of a stomach, and perhaps a model brain that serves as the reception desk. I've stayed here with work a few times and its great. The brekky is grouse, but the dinner is overpriced and the portions are too small for a growing adult male. Staff have been nothing other than delightful. The rooms are always clean, the gardens well maintained. The chairs in the restaurant are oddly hard and uncomfortable. Easily corrected with evem just a cushion, but seems like an oversight",4.0,Mercure Kakadu Crocodile Hotel,this hotel is shaped like a crocodile which is bloody brilliant a missed oppurtinity is the lack of commitment to a theme i would suggest wallpaper that looks like crocodile leather a swimming pool in the shape of a stomach and perhaps a model brain that serves as the reception desk ive stayed here with work a few times and its great the brekky is grouse but the dinner is overpriced and the portions are too small for a growing adult male staff have been nothing other than delightful the rooms are always clean the gardens well maintained the chairs in the restaurant are oddly hard and uncomfortable easily corrected with evem just a cushion but seems like an oversight
In general this is the best place you will find to stay in this area. Had a good a la carte dinner. Book as soon as you arrive otherwise you must do the buffet. Rooms were dated but fine. Pool was good. Like a lot of places they seem short staffed but the team here provides great service even though they were subjected to a lot of the usual crabby travelers.,4.0,Mercure Kakadu Crocodile Hotel,in general this is the best place you will find to stay in this area had a good a la carte dinner book as soon as you arrive otherwise you must do the buffet rooms were dated but fine pool was good like a lot of places they seem short staffed but the team here provides great service even though they were subjected to a lot of the usual crabby travelers
"Lovely staff, friendly and approachable. The hotel kindly upgraded our room when they heard we were celebrating a special occasion. The pool was lovely to take a dip in at the end of a hot day. Nice and peaceful and lots of nature all around the area",4.0,Mercure Kakadu Crocodile Hotel,lovely staff friendly and approachable the hotel kindly upgraded our room when they heard we were celebrating a special occasion the pool was lovely to take a dip in at the end of a hot day nice and peaceful and lots of nature all around the area
"Obviously, this hotel is all about the shape and it works quite well, although you would need to view it from the air to see it properly. The reception, restaurant and bar are all in the head of the 'crocodile', whilst the rooms make up the outer edges of the body. The legs are stairs to the upper floor.
We arrived as part of a group tour and our reception was really well organised, distributing the keys and given instruction where to make reservations for dinner and then on to our room.
Our room was very spacious with an additional seating area with a table and chairs, which could be used for dining at if you wanted to bring food in from elsewhere (there is a supermarket just a short walk from the hotel). Being on the ground floor our room opened out onto the very pleasant gardens in the centre of the hotel, which in turn lead to the swimming pool. The bathroom did have a shower over bath, which is probably a bit dated now, but it was clean and perfectly serviceable.
The restaurant is quite spacious and although the service was a little slow, the food we had was very nice.",4.0,Mercure Kakadu Crocodile Hotel,obviously this hotel is all about the shape and it works quite well although you would need to view it from the air to see it properly the reception restaurant and bar are all in the head of the crocodile whilst the rooms make up the outer edges of the body the legs are stairs to the upper floor we arrived as part of a group tour and our reception was really well organised distributing the keys and given instruction where to make reservations for dinner and then on to our room our room was very spacious with an additional seating area with a table and chairs which could be used for dining at if you wanted to bring food in from elsewhere there is a supermarket just a short walk from the hotel being on the ground floor our room opened out onto the very pleasant gardens in the centre of the hotel which in turn lead to the swimming pool the bathroom did have a shower over bath which is probably a bit dated now but it was clean and perfectly serviceable the restaurant is quite spacious and although the service was a little slow the food we had was very nice
"The hotel itself and room was really well placed, incredible view of Mindil Beach. They did not properly clean the bath tub after the last guests, so that was not great to discover. A quick sweep/vaccuum of the room while they serviced the room would not have gone amiss either. Brought it up and they were very gracious. Everything else was amazing. Made a point to swim in either of their epic swimming pools when i could. Would stay here again.",4.0,Mindil Beach Casino Resort,the hotel itself and room was really well placed incredible view of mindil beach they did not properly clean the bath tub after the last guests so that was not great to discover a quick sweepvaccuum of the room while they serviced the room would not have gone amiss either brought it up and they were very gracious everything else was amazing made a point to swim in either of their epic swimming pools when i could would stay here again
Not a bad casino the security is really good keeping an eye on all patrons there is two Restaurant options. One is fine dining and the other is very reasonably priced.,4.0,Mindil Beach Casino Resort,not a bad casino the security is really good keeping an eye on all patrons there is two restaurant options one is fine dining and the other is very reasonably priced
"Stayed for 3 days. Very spacious and clean rooms. Best part are the two very large swimming pools available, the Infinity which looks out at Mindil Beach and the Lagoon. Only ate at The Vue and the sports bar while there, food at both was very good. Staff are very friendly and would consider staying here again.",4.0,Mindil Beach Casino Resort,stayed for days very spacious and clean rooms best part are the two very large swimming pools available the infinity which looks out at mindil beach and the lagoon only ate at the vue and the sports bar while there food at both was very good staff are very friendly and would consider staying here again
Rooms are good and the lagoon pool and bar are lovely. The level of service in general is more that of a 3 star hotel,4.0,Mindil Beach Casino Resort,rooms are good and the lagoon pool and bar are lovely the level of service in general is more that of a star hotel
"Food was basic, staff were friendly and attentive,pool was very big and fantastic,all other amenities were good.The room we had was ok.",4.0,Mindil Beach Casino Resort,food was basic staff were friendly and attentivepool was very big and fantasticall other amenities were goodthe room we had was ok
"Great food we had at breakfast, good service too.",4.0,Mindil Beach Casino Resort,great food we had at breakfast good service too
"Room we had was just OK as it's a bit dated and didn't really take full advantage of the beach views.
The blockout curtains made for a great sleep. Room housekeeping service was slow and the room wasn't serviced until well into the afternoon. The location on Mindil Beach is fabulous but it was a bit disappointing that the gate to the beach wasn't always open, even in the daytime. Food is good.
If you expect that the Mindil Beach Casino Resort would have most rooms overlooking the fabulous beach you may be surprised that this doesn't seem to be the case. If a beach view is important to you, please check availability when you book. We made the mistake of not checking but fortunately the receptionist was fantastic and found us a room with a beach view. Saved the holiday and we had a great time in Darwin.",4.0,Mindil Beach Casino Resort,room we had was just ok as its a bit dated and didnt really take full advantage of the beach views the blockout curtains made for a great sleep room housekeeping service was slow and the room wasnt serviced until well into the afternoon the location on mindil beach is fabulous but it was a bit disappointing that the gate to the beach wasnt always open even in the daytime food is good if you expect that the mindil beach casino resort would have most rooms overlooking the fabulous beach you may be surprised that this doesnt seem to be the case if a beach view is important to you please check availability when you book we made the mistake of not checking but fortunately the receptionist was fantastic and found us a room with a beach view saved the holiday and we had a great time in darwin
Room was ok. But who needs to sleep when your there for the entertainment!! Had lots of fun and will be back.,4.0,Mindil Beach Casino Resort,room was ok but who needs to sleep when your there for the entertainment had lots of fun and will be back
"We'd never been to the casino. Parking is a little walk from the front entrance and there is a lovely garden at the front.
We told reception we wanted to enjoy a cocktail before our when asked where we could before our dinner booking at the italian restaurant.
We were directed to a tiny bar internally near a bistro...which we thought was odd, given the location on the water.
When we were directed to the italian restaurant, we noticed a wonderful Sand bar facing the water which had live music!
We had a balcony table at the italian restaurant to take in the incredible sunset. The food and beverage menu's are good and we enjoyed our meals. The waitress was lovely. It was the first of three special dinners in Darwin, celebrating our 20th Anniversary and my first visit.
The location would be great to have a garden sunset wedding or cocktail event. The casino offers accommodation and a Chinese restaurant.",4.0,Mindil Beach Casino Resort,wed never been to the casino parking is a little walk from the front entrance and there is a lovely garden at the front we told reception we wanted to enjoy a cocktail before our when asked where we could before our dinner booking at the italian restaurant we were directed to a tiny bar internally near a bistrowhich we thought was odd given the location on the water when we were directed to the italian restaurant we noticed a wonderful sand bar facing the water which had live music we had a balcony table at the italian restaurant to take in the incredible sunset the food and beverage menus are good and we enjoyed our meals the waitress was lovely it was the first of three special dinners in darwin celebrating our th anniversary and my first visit the location would be great to have a garden sunset wedding or cocktail event the casino offers accommodation and a chinese restaurant
Nice casino hotel with a perfect view and hood location,4.0,Mindil Beach Casino Resort,nice casino hotel with a perfect view and hood location
"Stayed here during a quick solo trip up to Darwin.

Friendly and accommodating service during my late check-in (past midnight), and the lady on reception was kind enough to give me some suggestions for my time in Darwin.

Bed is comfortable, bath and shower great.

Only thing I could suggest is maybe having Chromecast compatible TVs, so guests can watch their own shows whilst relaxing.

It is a bit steeply priced, but easy to forget that when you're hanging out at the Lagoon pool!

Would recommend.",4.0,Mindil Beach Casino Resort,stayed here during a quick solo trip up to darwin friendly and accommodating service during my late checkin past midnight and the lady on reception was kind enough to give me some suggestions for my time in darwin bed is comfortable bath and shower great only thing i could suggest is maybe having chromecast compatible tvs so guests can watch their own shows whilst relaxing it is a bit steeply priced but easy to forget that when youre hanging out at the lagoon pool would recommend
Interesting beaching venus with excellent entertainment and gaming facilities.,4.0,Mindil Beach Casino Resort,interesting beaching venus with excellent entertainment and gaming facilities
Rooms are a little dated but nevertheless comfortable.,4.0,Mindil Beach Casino Resort,rooms are a little dated but nevertheless comfortable
"Awesome place for pool lovers. a swim-up bar and a sandy pool. Rooms are on the smaller side and unfortunately, we had a room with a view of a wall. Many nooks to enjoy and fun for the kids.",4.0,Mindil Beach Casino Resort,awesome place for pool lovers a swimup bar and a sandy pool rooms are on the smaller side and unfortunately we had a room with a view of a wall many nooks to enjoy and fun for the kids
"Lovely location with tired and dated accommodation .

We loved the view from our room, and I loved the proximity to Bass in the Grass.

The TV in our room was faulty the picture faded to a black patch in the LH corner, it wasn’t replaced during our 5 night stay.

There was no sound on the F1 channel which for us was worse than not having the channel at all.  The apparent reason for this was our room didn’t actually have Foxtel which I think is either strange or a massive mistake on the Resort’s behalf as the rooms aren’t cheap.

All in all the room entertainment and room service options were limited no doubt as the Resort wants you out of your room on the Casino gaming floor or associated restaurant.",4.0,Mindil Beach Casino Resort,lovely location with tired and dated accommodation we loved the view from our room and i loved the proximity to bass in the grass the tv in our room was faulty the picture faded to a black patch in the lh corner it wasnt replaced during our night stay there was no sound on the f channel which for us was worse than not having the channel at all the apparent reason for this was our room didnt actually have foxtel which i think is either strange or a massive mistake on the resorts behalf as the rooms arent cheap all in all the room entertainment and room service options were limited no doubt as the resort wants you out of your room on the casino gaming floor or associated restaurant
Had a social function here and food was good and staff were very friendly,4.0,Mindil Beach Casino Resort,had a social function here and food was good and staff were very friendly
"28 Sep 2025
// Back at the market before leaving Darwin tomorrow. We got there around 6 pm and spent about 20 minutes finding a parking spot—definitely come early if you’re driving!

The Sunday crowd was much bigger compared to Thursday when we first visited. Tried the pork stick (AUD 6) after a long queue—super fatty, juicy, and very salty..

Also grabbed the garlic butter corn cob (AUD 9), and it was amazing! The vendor asked if we wanted salt, I said no, and it was still delicious. Highly recommend eating the corn while it’s hot!

25 Sep 2025
// Came to the market around 4+ and it was already crowded. There’s a wide variety of food — from Chinese to Thai, Mexican, Japanese, Korean and more. We settled for a kebab and a bowl of chicken laksa.

The kebab was really good at AUD15. The flatbread was crispy, generously filled with chicken, and the mix of ingredients inside made it delicious.

The chicken laksa was less impressive. Coming from Singapore, I found it weak in flavor compared to our spicier version. The Darwin version was sweeter, with a strong coconut taste. It had so much chicken that I could hardly find the noodles.

For dessert, I tried the churros in the “must-try” Lotus flavor. It didn’t seem freshly made and wasn’t as crispy as expected. Lotus is definitely sweet — I probably clocked my sugar intake for the whole year with that dessert.

I also got 10% off for paying cash at the Laska stall. Credit cards are widely accepted but come with a 1.6–1.9% surcharge, so cash is a better option, even though I usually prefer going cashless.",4.0,Mindil Beach Sunset Market,sep back at the market before leaving darwin tomorrow we got there around pm and spent about minutes finding a parking spotdefinitely come early if youre driving the sunday crowd was much bigger compared to thursday when we first visited tried the pork stick aud after a long queuesuper fatty juicy and very salty also grabbed the garlic butter corn cob aud and it was amazing the vendor asked if we wanted salt i said no and it was still delicious highly recommend eating the corn while its hot sep came to the market around and it was already crowded theres a wide variety of food from chinese to thai mexican japanese korean and more we settled for a kebab and a bowl of chicken laksa the kebab was really good at aud the flatbread was crispy generously filled with chicken and the mix of ingredients inside made it delicious the chicken laksa was less impressive coming from singapore i found it weak in flavor compared to our spicier version the darwin version was sweeter with a strong coconut taste it had so much chicken that i could hardly find the noodles for dessert i tried the churros in the musttry lotus flavor it didnt seem freshly made and wasnt as crispy as expected lotus is definitely sweet i probably clocked my sugar intake for the whole year with that dessert i also got off for paying cash at the laska stall credit cards are widely accepted but come with a surcharge so cash is a better option even though i usually prefer going cashless
"A great experience, a good range of food stalls and an amazing sunset to sit and watch. I visited about 12 years ago and these markets seemed to be lacking craft stalls this time, however was a good local experience. We had ice cream and watched some people perform at the stage area which was lovely. Parking was really easy too",4.0,Mindil Beach Sunset Market,a great experience a good range of food stalls and an amazing sunset to sit and watch i visited about years ago and these markets seemed to be lacking craft stalls this time however was a good local experience we had ice cream and watched some people perform at the stage area which was lovely parking was really easy too
"Definitely a tourist trap location in terms of products up for purchase, though the variety and services offered (from Thai Massage to purchasing personalised rice necklaces) were quite interesting indeed. Food stall wise I was quite impressed. Local delicacies like crocodile burgers were available, and there was anything from poffertjes to sugar cane drinks.
Sunset was utterly breathtaking- the canvas of sky was painted in gorgeous hues over the course of a mere half hour. Public restrooms are available! Be mindful of losing small children in the crowds.",4.0,Mindil Beach Sunset Market,definitely a tourist trap location in terms of products up for purchase though the variety and services offered from thai massage to purchasing personalised rice necklaces were quite interesting indeed food stall wise i was quite impressed local delicacies like crocodile burgers were available and there was anything from poffertjes to sugar cane drinks sunset was utterly breathtaking the canvas of sky was painted in gorgeous hues over the course of a mere half hour public restrooms are available be mindful of losing small children in the crowds
"I didn't think much of the craft stalls and thought it would have been bigger. The food there was great with all the different cuisines, lots of choices. There is usually music on and it's a nice place to while away a few hours and you can go to the beach for a nice sunset if there are no clouds.",4.0,Mindil Beach Sunset Market,i didnt think much of the craft stalls and thought it would have been bigger the food there was great with all the different cuisines lots of choices there is usually music on and its a nice place to while away a few hours and you can go to the beach for a nice sunset if there are no clouds
"There are lots of great food trucks and stalls to look at. Just be mindful, it is expensive and gets very crowded, especially at sunset.
Found some people wouldn't move to the side to have conversations and considering the paths aren't that wide, for that many people, it created a real traffic jam.
Very limited seating, unless you were ok sitting on the ground, which was not an option for me.
Would recommend if you're here.",4.0,Mindil Beach Sunset Market,there are lots of great food trucks and stalls to look at just be mindful it is expensive and gets very crowded especially at sunset found some people wouldnt move to the side to have conversations and considering the paths arent that wide for that many people it created a real traffic jam very limited seating unless you were ok sitting on the ground which was not an option for me would recommend if youre here
"Yes, the crowds are something else but the sunset is sublime too ✨️✨️ Easy to get here by free city bus service from bus stop near Hilton Hotel on Mitchell St & return from where you get off. Seasonal night market open Thurs & Sun evenings from April to Oct - check website for details. Insect Repellent a must - spray on before you get here.

Live music, camel rides, minor rides for kids,  quality craft & ubiquitous food stalls abound. Book table setting at Sunset Lounge to have your stall purchased meals & drinks with friends wayyy ahead! Or lug your beach chairs & picnic mats. Tables are fully occupied near the live band area early.

As for picking the right food stall - the queues are the indicator . I had seafood paella which was not bad & huge qty for $23. There's Mexican, Italian, fish + chips etc as well as the many Asian street food to pick from. The sorbet & ice-cream stalls are  - pick the smaller one with a youngish girl - 3 fresh flavours for $7.

I found my halcyon quietude on the beach before sunset at 6.30 pm on Thurs 24/7 recently - the crowds were there around me but hey! Be in the moment & block it out. Left the company of my friends to enjoy the vivid hues of NT sunset alone on the warm sand, hoping that a carelessly discarded fork won't stab me! Let alone some random croc or stingers as the sign on beach warns..lol..Toilets are on either end of market. Onsite parking but public transport is best.

Do donate to the chatty indigenous man providing backdrop chant & stick tapping sounds which added NT vibes to the sunset show..

Craft stalls are on the row closest to the main road, middle row is food stalls & then grass strip to have your picnic & onto Mindil Beach. You will never, never know if you never, never go!",4.0,Mindil Beach Sunset Market,yes the crowds are something else but the sunset is sublime too easy to get here by free city bus service from bus stop near hilton hotel on mitchell st return from where you get off seasonal night market open thurs sun evenings from april to oct check website for details insect repellent a must spray on before you get here live music camel rides minor rides for kids quality craft ubiquitous food stalls abound book table setting at sunset lounge to have your stall purchased meals drinks with friends wayyy ahead or lug your beach chairs picnic mats tables are fully occupied near the live band area early as for picking the right food stall the queues are the indicator i had seafood paella which was not bad huge qty for theres mexican italian fish chips etc as well as the many asian street food to pick from the sorbet icecream stalls are pick the smaller one with a youngish girl fresh flavours for i found my halcyon quietude on the beach before sunset at pm on thurs recently the crowds were there around me but hey be in the moment block it out left the company of my friends to enjoy the vivid hues of nt sunset alone on the warm sand hoping that a carelessly discarded fork wont stab me let alone some random croc or stingers as the sign on beach warnsloltoilets are on either end of market onsite parking but public transport is best do donate to the chatty indigenous man providing backdrop chant stick tapping sounds which added nt vibes to the sunset show craft stalls are on the row closest to the main road middle row is food stalls then grass strip to have your picnic onto mindil beach you will never never know if you never never go
"Everyone raves about this place.
Yes it was good. There are more food stalls than non food.
The sunset is the show stealer.
Not much else to do in Darwin",4.0,Mindil Beach Sunset Market,everyone raves about this place yes it was good there are more food stalls than non food the sunset is the show stealer not much else to do in darwin
"Great spot for the markets so close to the beach, lots of food vans. Wonderful atmosphere and the glorious sunset. Great spot!!",4.0,Mindil Beach Sunset Market,great spot for the markets so close to the beach lots of food vans wonderful atmosphere and the glorious sunset great spot
Lots of food stalls selling same dishes. Some great alternative to Asian dishes.  Lots of clothing stall with variety.,4.0,Mindil Beach Sunset Market,lots of food stalls selling same dishes some great alternative to asian dishes lots of clothing stall with variety
"We were there for the first market for the season and it was crazy busy.
Negligible seating available other than on the beach or sand dunes. The sunset was spectacular!",4.0,Mindil Beach Sunset Market,we were there for the first market for the season and it was crazy busy negligible seating available other than on the beach or sand dunes the sunset was spectacular
"Good sunset market, lots of good food choices. Great massage stall",4.0,Mindil Beach Sunset Market,good sunset market lots of good food choices great massage stall
"Located on the beach with plenty of parking, toilets and even a portable atm! There are lots of market items and a variety of food. Tour operators were also on hand to answer questions and take bookings.
We loved seeing the camels!",4.0,Mindil Beach Sunset Market,located on the beach with plenty of parking toilets and even a portable atm there are lots of market items and a variety of food tour operators were also on hand to answer questions and take bookings we loved seeing the camels
"Sunset was definitely the highlight, good number of a variety of different stalls",4.0,Mindil Beach Sunset Market,sunset was definitely the highlight good number of a variety of different stalls
"A great place with lovely music, handmade crafts, and mostly a diverse mix of delicious hot food. Stay around for the sunset on the beach around 6:30 pm for the full experience!",4.0,Mindil Beach Sunset Market,a great place with lovely music handmade crafts and mostly a diverse mix of delicious hot food stay around for the sunset on the beach around pm for the full experience
Lots of people at the markets. Mostly food stalls with crafted jewellery and clothes. The food was not cheap. But something to eat and then sit on the beach to watch the stunning sunset.,4.0,Mindil Beach Sunset Market,lots of people at the markets mostly food stalls with crafted jewellery and clothes the food was not cheap but something to eat and then sit on the beach to watch the stunning sunset
"Wonderful atmosphere, food from many countries, friendly and engaging visitors.",4.0,Mindil Beach Sunset Market,wonderful atmosphere food from many countries friendly and engaging visitors
The sights and smells are amazing. You can get food from all corners of the world. Apart from the food there are the usual market stalls but I think the main draw card is the food stalls. Be adventurous and try something new. It's only on twice a week through the dry session so don't miss it when you're visiting Darwin.,4.0,Mindil Beach Sunset Market,the sights and smells are amazing you can get food from all corners of the world apart from the food there are the usual market stalls but i think the main draw card is the food stalls be adventurous and try something new its only on twice a week through the dry session so dont miss it when youre visiting darwin
"Great place for dinner and watch the sunset! There's a variety of Stalls a little something for everyone. I had a few stall owners talking about how they don't like others that also have stalls at the Markets. Just a friendly reminder that people don't come to the markets to hear about the politics of who what when and why!! People come to enjoy the beautiful weather, food and bits and bobs and the beautiful sunset!",4.0,Mindil Beach Sunset Market,great place for dinner and watch the sunset theres a variety of stalls a little something for everyone i had a few stall owners talking about how they dont like others that also have stalls at the markets just a friendly reminder that people dont come to the markets to hear about the politics of who what when and why people come to enjoy the beautiful weather food and bits and bobs and the beautiful sunset
"A fun experience, seeing some local reptiles as well as the crocodiles! I visited about 12 years ago and this place seemed exactly the same. We didn’t have long, so listened to a “meet the reptiles” chat by a keeper and did the “croc fishing” experience with the juveniles. The last time I visited I also held the baby croc. The keepers are so knowledgeable and seem very passionate. A great experience right in the CBD.",4.0,Crocosaurus Cove,a fun experience seeing some local reptiles as well as the crocodiles i visited about years ago and this place seemed exactly the same we didnt have long so listened to a meet the reptiles chat by a keeper and did the croc fishing experience with the juveniles the last time i visited i also held the baby croc the keepers are so knowledgeable and seem very passionate a great experience right in the cbd
"Good for kids to see crocodiles up close. Was cool to see them jumping at the swimmers in the cage from underneath.
Food was average.
Croc photos were great!
Expensive for the time spent there but anyway!
Loads of reptiles on display too.",4.0,Crocosaurus Cove,good for kids to see crocodiles up close was cool to see them jumping at the swimmers in the cage from underneath food was average croc photos were great expensive for the time spent there but anyway loads of reptiles on display too
"A fine place in the middle of Darwin. Staff were very friendly and knowledgeable about the croc's and other animals there. Was there for the cage of death, and thought it was a good experience. Being that close to such a large deadly critter helps you realise how insignificant we are as humans (without a gun in one's hand). But it was a memory created for years to come.",4.0,Crocosaurus Cove,a fine place in the middle of darwin staff were very friendly and knowledgeable about the crocs and other animals there was there for the cage of death and thought it was a good experience being that close to such a large deadly critter helps you realise how insignificant we are as humans without a gun in ones hand but it was a memory created for years to come
We didn’t spend long here but the croc views were pretty good.,4.0,Crocosaurus Cove,we didnt spend long here but the croc views were pretty good
"I liked this place better than expected. We were originally going to give it a miss as there were a few exhibits not open. However we were at a loose end in Darwin on a Sunday. We got discounted tickets online through qantas, so it was under $100 for a family of four. It was good that you get a wristband and can go in and out as often as you like.

We particularly loved the reptile exhibit, and the meet the reptile show.",4.0,Crocosaurus Cove,i liked this place better than expected we were originally going to give it a miss as there were a few exhibits not open however we were at a loose end in darwin on a sunday we got discounted tickets online through qantas so it was under for a family of four it was good that you get a wristband and can go in and out as often as you like we particularly loved the reptile exhibit and the meet the reptile show
It’s a bit tired and run down but it’s great to get up close with the crocs.,4.0,Crocosaurus Cove,its a bit tired and run down but its great to get up close with the crocs
"This place is pretty amazing set over 3 levels right in the heart of Darwin CBD.
Lost a star because the aquarium with fish, turtles and Sting rays could be .... cleaner? Brighter? It's pretty dark and I'm not sure what can be done with that. It's the first exhibit you come across and it should be more of a WoW factor.
The crocs are *huge*, the ""cage of death"" looks fun (if the croc doesn't move in the enclosure they will move you around to another pen. 'Will' was the winner for today and put on a good. Cage of Death has a time frame of 15mins for $195 (single occupant).
The reptile house is amazing and when we walked through there was lovely young Lady with a snake and Blue Tounge Lizard ""Steven"" that you can hold. These guys are really chilled and there were a few younger kids before us that got to hold them, and waved them through the air and chased their siblings around with them and they didn't seemed phased.
Take your bathers, there's a little swimming pool you can take a dip in - the lost star includes this pool - it was filled with leaves and a bit neglected. Could do with a clean as you kick up the silt on the bottom and can't get a good photo of the crocs 'swimming' beside you (swimming with the crocs ).
There is a little Cafe on the 2nd floor and some tables and chairs to chillaxe at. The staff are knowledgeable and friendly.  As NT Residents we got a year pass for free entry - NT Locals Pass which also gets further discounts at various cafes, cruises, fishing charters, hotels. #winning",4.0,Crocosaurus Cove,this place is pretty amazing set over levels right in the heart of darwin cbd lost a star because the aquarium with fish turtles and sting rays could be cleaner brighter its pretty dark and im not sure what can be done with that its the first exhibit you come across and it should be more of a wow factor the crocs are huge the cage of death looks fun if the croc doesnt move in the enclosure they will move you around to another pen will was the winner for today and put on a good cage of death has a time frame of mins for single occupant the reptile house is amazing and when we walked through there was lovely young lady with a snake and blue tounge lizard steven that you can hold these guys are really chilled and there were a few younger kids before us that got to hold them and waved them through the air and chased their siblings around with them and they didnt seemed phased take your bathers theres a little swimming pool you can take a dip in the lost star includes this pool it was filled with leaves and a bit neglected could do with a clean as you kick up the silt on the bottom and cant get a good photo of the crocs swimming beside you swimming with the crocs there is a little cafe on the nd floor and some tables and chairs to chillaxe at the staff are knowledgeable and friendly as nt residents we got a year pass for free entry nt locals pass which also gets further discounts at various cafes cruises fishing charters hotels winning
"Friendly staff, not too expensive and a good variety of animals to see if you love reptiles. Easy to spend 2 hours there. Would recommend checking out the website before you visit for presentation times so you don't miss out on seeing what you want. Went on a Friday, had purchased tickets online that morning but when we arrived there was zero queue, could have just bought tickets on arrival.",4.0,Crocosaurus Cove,friendly staff not too expensive and a good variety of animals to see if you love reptiles easy to spend hours there would recommend checking out the website before you visit for presentation times so you dont miss out on seeing what you want went on a friday had purchased tickets online that morning but when we arrived there was zero queue could have just bought tickets on arrival
